"","V1","V2","time","name"
"1"," 10:00Meddelelser fra formandenFormanden (Pia Kjærsgaard","34. møde (1. udgave - med forbehold for fejl og udeladelser) - Torsdag den 14. december 2017 kl. 10.00
    34. møde
    Torsdag den 14. december 2017 kl. 10.00
    
  
    Dagsorden
   


  
    
      1) Spørgsmål om fremme af forespørgsel nr. F 15:
     
  
  
    
      Forespørgsel til beskæftigelsesministeren om førtidspension og fleksjob.
     
  
  
    
      Af Finn Sørensen (EL), Bent Bøgsted (DF) og Torsten Gejl (ALT).
     
  
  
    
      (Anmeldelse 12.12.2017).
     
  


  
    
      2) Indstilling fra Udvalget til Valgs Prøvelse:
     
  
  
    
      Godkendelse af stedfortræder som midlertidigt medlem af Folketinget for 
     
  


  
    
      3) 3. behandling af lovforslag nr. L 46:
     
  
  
    
      Forslag til lov om ændring af udlændingeloven. (Skærpelse af muligheden for at opnå tidsubegrænset opholdstilladelse for udlændinge, der aktivt har modarbejdet afklaringen af deres identitet i forbindelse med ansøgning om opholdstilladelse her i landet).
     
  
  
    
      Af udlændinge- og integrationsministeren (Inger Støjberg).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 25.10.2017. Betænkning 05.12.2017. 2. behandling 12.12.2017).
     
  


  
    
      4) 3. behandling af lovforslag nr. L 70:
     
  
  
    
      Forslag til lov om ændring af udlændingeloven. (Etablering af Nationalt ID-center).
     
  
  
    
      Af udlændinge- og integrationsministeren (Inger Støjberg).
     
  
  
    
      (Fremsættelse 25.10.2017. 1. behandling 10.11.2017. Betænkning 05.12.2017. 2. behandling 12.12.2017).
     
  


  
    
      5) 3. behandling af lovforslag nr. L 71:
     
  
  
    
      Forslag til lov om indfødsrets meddelelse.
     
  
  
    
      Af udlændinge- og integrationsministeren (Inger Støjberg).
     
  
  
    
      (Fremsættelse 26.10.2017. Omtrykt. 1. behandling 10.11.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).
     
  


  
    
      6) 3. behandling af lovforslag nr. L 23:
     
  
  
    
      Forslag til lov om ændring af lov om trafikselskaber. (Implementering af takstreformer i Øst- og Vestdanmark og mulighed for overdragelse af trafikkøberansvar m.v.).
     
  
  
    
      Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 03.11.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).
     
  


  
    
      7) 3. behandling af lovforslag nr. L 24:
     
  
  
    
      Forslag til taxilov.
     
  
  
    
      Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 26.10.2017. Betænkning 30.11.2017. 2. behandling 07.12.2017. Lovforslaget optrykt efter 2. behandling. Tillægsbetænkning 12.12.2017).
     
  


  
    
      8) 3. behandling af lovforslag nr. L 29:
     
  
  
    
      Forslag til lov om ændring af lov om leje og lov om leje af almene boliger. (Fremme af digital kommunikation i boliglejeforhold).
     
  
  
    
      Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 27.10.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).
     
  


  
    
      9) 3. behandling af lovforslag nr. L 65:
     
  
  
    
      Forslag til lov om ændring af lov om byfornyelse og udvikling af byer. (Tilpasning og forenkling af lovens anvendelses- og støttemuligheder).
     
  
  
    
      Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
     
  
  
    
      (Fremsættelse 25.10.2017. 1. behandling 09.11.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).
     
  


  
    
      10) 3. behandling af lovforslag nr. L 20:
     
  
  
    
      Forslag til lov om ændring af offshoresikkerhedsloven og lov om kontinentalsoklen. (Sikkerhedszoner, nye anlægstyper og præciseringer i forhold til offshoresikkerhedsdirektivet).
     
  
  
    
      Af beskæftigelsesministeren (Troels Lund Poulsen).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 29.11.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).
     
  


  
    
      11) 3. behandling af lovforslag nr. L 21:
     
  
  
    
      Forslag til lov om ændring af lov om arbejdsmiljø. (Ændring af reglerne om arbejdsmiljøcertifikat m.v.).
     
  
  
    
      Af beskæftigelsesministeren (Troels Lund Poulsen).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 29.11.2017. 2. behandling 12.12.2017).
     
  


  
    
      12) 3. behandling af lovforslag nr. L 77:
     
  
  
    
      Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om fleksydelse. (Nye regler om fradrag for frivilligt, ulønnet arbejde for dagpengemodtagere m.v.).
     
  
  
    
      Af beskæftigelsesministeren (Troels Lund Poulsen).
     
  
  
    
      (Fremsættelse 08.11.2017. 1. behandling 23.11.2017. Betænkning 06.12.2017. 2. behandling 12.12.2017).
     
  


  
    
      13) 3. behandling af lovforslag nr. L 90:
     
  
  
    
      Forslag til lov om ændring af lov om sygedagpenge. (Ordningen med ret til sygedagpenge ved livstruende, alvorlig sygdom gøres permanent).
     
  
  
    
      Af beskæftigelsesministeren (Troels Lund Poulsen).
     
  
  
    
      (Fremsættelse 14.11.2017. 1. behandling 23.11.2017. Betænkning 06.12.2017. 2. behandling 12.12.2017).
     
  


  
    
      14) 3. behandling af lovforslag nr. L 75:
     
  
  
    
      Forslag til lov om ændring af lov om EKF Danmarks Eksportkredit. (Bestemmelse om udbyttepolitik, rammer for en udbyttepolitik og bestemmelse om omfattelse af arkivloven).
     
  
  
    
      Af erhvervsministeren (Brian Mikkelsen).
     
  
  
    
      (Fremsættelse 08.11.2017. 1. behandling 16.11.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017).
     
  


  
    
      15) 3. behandling af lovforslag nr. L 51:
     
  
  
    
      Forslag til lov om ændring af lov om gebyrer og morarenter vedrørende visse ydelser, der opkræves af regioner og kommuner og inddrives af restanceinddrivelsesmyndigheden, og skattekontrolloven. (Gebyr for underretninger om udlægsforretninger).
     
  
  
    
      Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
     
  
  
    
      (Fremsættelse 05.10.2017. 1. behandling 26.10.2017. Betænkning 23.11.2017. 2. behandling 12.12.2017).
     
  


  
    
      16) 3. behandling af lovforslag nr. L 61:
     
  
  
    
      Forslag til lov om ændring af lov om frikommunenetværk. (Yderligere forsøgsmuligheder for frikommunenetværkene).
     
  
  
    
      Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
     
  
  
    
      (Fremsættelse 11.10.2017. 1. behandling 26.10.2017. Betænkning 30.11.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).
     
  


  
    
      17) 3. behandling af lovforslag nr. L 92:
     
  
  
    
      Forslag til lov om ændring af lov om kommunernes styrelse og regionsloven. (Beskyttelse af kommunalbestyrelses- og regionsrådsmedlemmers behandling af oplysninger som led i varetagelsen af deres hverv).
     
  
  
    
      Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
     
  
  
    
      (Fremsættelse 15.11.2017. 1. behandling 23.11.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017).
     
  


  
    
      18) 2. (sidste) behandling af beslutningsforslag nr. B 12:
     
  
  
    
      Forslag til folketingsbeslutning om, at udlændinge for at have valgret og være valgbare til kommunale og regionale valg skal have bestået prøve i dansk 3.
     
  
  
    
      Af Martin Henriksen (DF) m.fl.
     
  
  
    
      (Fremsættelse 10.10.2017. 1. behandling 09.11.2017. Betænkning 05.12.2017).
     
  


  
    
      19) 2. behandling af lovforslag nr. L 37:
     
  
  
    
      Forslag til lov om ændring af lov om registrering af ledningsejere. (Ændring af arbejdsgang med udlevering af standardiserede ledningsoplysninger og udvidelse af lovens anvendelsesområde).
     
  
  
    
      Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 10.10.2017. Betænkning 30.11.2017).
     
  


  
    
      20) 2. behandling af lovforslag nr. L 38:
     
  
  
    
      Forslag til lov om ændring af lov om naturgasforsyning og lov om kommunal udligning og generelle tilskud til kommuner. (Øget incitament til konsolidering af naturgasdistributionssektoren og udvidet mulighed for at undtage transmissionsselskabers anlæg fra lov om naturgasforsyning).
     
  
  
    
      Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 10.10.2017. Betænkning 30.11.2017).
     
  


  
    
      21) 2. behandling af lovforslag nr. L 41:
     
  
  
    
      Forslag til lov om ændring af lov om elektroniske kommunikationsnet og -tjenester. (Offentlige institutioners adgang til etablering af wi-fi-hotspots).
     
  
  
    
      Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
     
  
  
    
      (Fremsættelse 04.10.2017. 1. behandling 09.11.2017. Betænkning 07.12.2017).
     
  


  
    
      22) 2. behandling af lovforslag nr. L 66:
     
  
  
    
      Forslag til lov om ændring af lov om elforsyning, lov om fremme af vedvarende energi, lov om naturgasforsyning, lov om Energinet.dk, lov om afgift af elektricitet og forskellige andre love. (Overførsel af opgaver fra Energinet.dk til energi-, forsynings- og klimaministeren m.v.).
     
  
  
    
      Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
     
  
  
    
      (Fremsættelse 25.10.2017. 1. behandling 02.11.2017. Betænkning 07.12.2017).
     
  


  
    
      23) 2. behandling af lovforslag nr. L 93:
     
  
  
    
      Forslag til lov om ændring af lov om varmeforsyning. (Standardisering af regnskabsføring og dataindberetning m.v. for varmeforsyningsvirksomheder til brug for en ny økonomisk regulering).
     
  
  
    
      Af energi-, forsynings- og klimaministeren (Lars Christian Lilleholt).
     
  
  
    
      (Fremsættelse 15.11.2017. 1. behandling 24.11.2017. Betænkning 07.12.2017).
     
  


  
    
      24) 2. behandling af lovforslag nr. L 83:
     
  
  
    
      Forslag til lov om ændring af lov om erhvervsuddannelser og lov om Arbejdsgivernes Uddannelsesbidrag. (Øget søgning til erhvervsuddannelse for voksne m.v.).
     
  
  
    
      Af undervisningsministeren (Merete Riisager).
     
  
  
    
      (Fremsættelse 09.11.2017. 1. behandling 22.11.2017. Betænkning 12.12.2017).
     
  


  
    
      25) 2. behandling af lovforslag nr. L 84:
     
  
  
    
      Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag og forskellige andre love. (Modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag, indførelse af modregningsadgang, ændring af klageproces m.v.).
     
  
  
    
      Af undervisningsministeren (Merete Riisager).
     
  
  
    
      (Fremsættelse 09.11.2017. 1. behandling 22.11.2017. Betænkning 12.12.2017).
     
  


  
    
      26) 2. behandling af lovforslag nr. L 107:
     
  
  
    
      Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag, lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse og lov om statens voksenuddannelsesstøtte. (Nedsættelse af VEU-bidrag, fuld arbejdsgiverfinansieret VEU-godtgørelse m.v., forbedret praktikbonus til arbejdsgivere samt forhøjelse af VEU-godtgørelse og Statens Voksenuddannelsesstøtte (SVU) m.v.).
     
  
  
    
      Af undervisningsministeren (Merete Riisager).
     
  
  
    
      (Fremsættelse 16.11.2017. 1. behandling 01.12.2017. Betænkning 12.12.2017).
     
  


  
    
      27) 1. behandling af beslutningsforslag nr. B 10:
     
  
  
    
      Forslag til folketingsbeslutning om skærpet tilsyn med pengeinstitutter og realkreditinstitutter, hvad angår deres begrundelser for at hæve bidragssatserne.
     
  
  
    
      Af Pelle Dragsted (EL), Josephine Fock (ALT) og Lisbeth Bech Poulsen (SF).
     
  
  
    
      (Fremsættelse 10.10.2017).
     
  


  
    
      28) Forhandling om redegørelse nr. R 5:
     
  
  
    
      Uddannelses- og uddannelsesministerens redegørelse om forsknings- og innovationsområdet 2017.
     
  
  
    
      (Anmeldelse 30.11.2017. Redegørelse givet 30.11.2017. Meddelelse om forhandling 30.11.2017).
     
  
","10:00","Pia Kjærsgaard"
"2"," 10:00Samtykke til behandlingFormanden (Pia Kjærsgaard","Mødet er åbnet.Høgni Hoydal (T) har den 11. december 2017 meddelt, at han nedlægger sit hverv som medlem af Folketinget pr. 11. december 2017.","10:00","Pia Kjærsgaard"
"3"," 10:01Formanden (Pia Kjærsgaard","Den sag, som er opført under punkt 17 på dagsordenen, kan kun med Tingets samtykke behandles i dette møde. Hvis ingen gør indsigelse, betragter jeg samtykket som givet.Det er givet.Det første punkt på dagsordenen er:1) Spørgsmål om fremme af forespørgsel nr. F 15:Forespørgsel til beskæftigelsesministeren om førtidspension og fleksjob.Af Finn Sørensen (EL), Bent Bøgsted (DF) og Torsten Gejl (ALT).(Anmeldelse 12.12.2017).","10:01","Pia Kjærsgaard"
"4"," 10:01ForhandlingFormanden (Pia Kjærsgaard","Hvis ingen gør indsigelse mod fremme af denne forespørgsel, betragter jeg Tingets samtykke som givet.Det er givet.Det næste punkt på dagsordenen er:2) Indstilling fra Udvalget til Valgs Prøvelse:Godkendelse af stedfortræder som midlertidigt medlem af Folketinget for ","10:01","Pia Kjærsgaard"
"5"," 10:01AfstemningFormanden (Pia Kjærsgaard","Fra Udvalget til Valgs Prøvelse har jeg modtaget indstilling om, at 1. stedfortræder for Tjóðveldi på Færøerne, Magni Arge, godkendes som ordinært medlem af Folketinget fra og med den 11. december 2017, hvor Høgni Hoydal nedlagde sit mandat.Er der nogen, der ønsker ordet?Da det ikke er tilfældet, går vi til afstemning.","10:01","Pia Kjærsgaard"
"6"," 10:02ForhandlingFormanden (Pia Kjærsgaard","Der stemmes om udvalgets indstilling.Afstemningen er slut.Udvalgets indstilling er enstemmigt vedtaget med 106 stemmer.[For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0].Det næste punkt på dagsordenen er:3) 3. behandling af lovforslag nr. L 46:Forslag til lov om ændring af udlændingeloven. (Skærpelse af muligheden for at opnå tidsubegrænset opholdstilladelse for udlændinge, der aktivt har modarbejdet afklaringen af deres identitet i forbindelse med ansøgning om opholdstilladelse her i landet).Af udlændinge- og integrationsministeren (Inger Støjberg).(Fremsættelse 04.10.2017. 1. behandling 25.10.2017. Betænkning 05.12.2017. 2. behandling 12.12.2017).","10:02","Pia Kjærsgaard"
"7"," 10:02AfstemningFormanden (Pia Kjærsgaard","Der er ikke stillet ændringsforslag.Er der nogen, der ønsker at udtale sig?Da det ikke er tilfældet, går vi til afstemning.","10:02","Pia Kjærsgaard"
"8"," 10:03ForhandlingFormanden (Pia Kjærsgaard","Der stemmes om lovforslagets endelige vedtagelse.Afstemningen er slut.For stemte 82 (S, DF, V, LA og KF), imod stemte 23 (EL, ALT, RV og SF), hverken for eller imod stemte 0.Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.Det næste punkt på dagsordenen er:4) 3. behandling af lovforslag nr. L 70:Forslag til lov om ændring af udlændingeloven. (Etablering af Nationalt ID-center).Af udlændinge- og integrationsministeren (Inger Støjberg).(Fremsættelse 25.10.2017. 1. behandling 10.11.2017. Betænkning 05.12.2017. 2. behandling 12.12.2017).","10:03","Pia Kjærsgaard"
"9"," 10:03AfstemningFormanden (Pia Kjærsgaard","Der er ikke stillet ændringsforslag.Er der nogen, der ønsker at udtale sig?Da det ikke er tilfældet, går vi til afstemning.","10:03","Pia Kjærsgaard"
"10"," 10:03ForhandlingFormanden (Pia Kjærsgaard","Der stemmes om lovforslagets endelige vedtagelse.Afstemningen er slut.For stemte 106 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.Det næste punkt på dagsordenen er:5) 3. behandling af lovforslag nr. L 71:Forslag til lov om indfødsrets meddelelse.Af udlændinge- og integrationsministeren (Inger Støjberg).(Fremsættelse 26.10.2017. Omtrykt. 1. behandling 10.11.2017. Betænkning 07.12.2017. 2. behandling 12.12.2017. Lovforslaget optrykt efter 2. behandling).","10:03","Pia Kjærsgaard"
