"","V1","V2","time","name"
"1"," 13:00
    Meddelelser fra formanden
    
      Formanden (Pia Kjærsgaard","32. møde (1. udgave - med forbehold for fejl og udeladelser) - Tirsdag den 12. december 2017 kl. 13.00
    32. møde
    Tirsdag den 12. december 2017 kl. 13.00
    Dagsorden
    
      1) Spørgsmål om fremme af forespørgsel nr. F 14:
    
    
      Forespørgsel til sundhedsministeren om regionernes varetagelse af sundhedsområdet er tilfredsstillende.
    
    Af Liselott Blixt (DF) og Karina Adsbøl (DF).
    (Anmeldelse 07.12.2017).
    
      2) Fortsættelse af forespørgsel nr. F 8 [afstemning]:
    
    
      Forespørgsel til ældreministeren om ældreområdet.
    
    Af Jeppe Jakobsen (DF) m.fl.
    (Anmeldelse 02.11.2017. Fremme 07.11.2017. Forhandling 07.12.2017. Forslag til vedtagelse nr. V 8 af Jeppe Jakobsen (DF). Forslag til vedtagelse nr. V 9 af Karin Gaardsted (S), Stine Brix (EL), Pernille Schnoor (ALT), Marlene Borst Hansen (RV) og Kirsten Normann Andersen (SF). Forslag til vedtagelse nr. V 10 af Jane Heitmann (V), May-Britt Kattrup (LA) og Brigitte Klintskov Jerkel (KF)).
    
      3) 3. behandling af lovforslag nr. L 50:
    
    Forslag til lov om ændring af lov om efterskoler og frie fagskoler og lov om folkehøjskoler. (Lempelse af tilskudsbetingelser for bygninger og arealer, varetagelse af opgaver ud over skole- og undervisningsvirksomhed m.v.).
    Af undervisningsministeren (Merete Riisager).
    (Fremsættelse 05.10.2017. 1. behandling 13.10.2017. Betænkning 05.12.2017. 2. behandling 07.12.2017. Lovforslaget optrykt efter 2. behandling).
    
      4) 3. behandling af lovforslag nr. L 26:
    
    Forslag til lov om ændring af jernbaneloven. (Certificering af virksomheder, der udfører opgaver for andre end jernbanevirksomheder og infrastrukturforvaltere).
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 04.10.2017. 1. behandling 26.10.2017. Betænkning 30.11.2017. 2. behandling 07.12.2017).
    
      5) 3. behandling af lovforslag nr. L 28:
    
    Forslag til lov om ændring af færdselsloven. (Bemyndigelse til at fastsætte regler om små motoriserede køretøjer).
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 04.10.2017. 1. behandling 03.11.2017. Betænkning 30.11.2017. 2. behandling 07.12.2017).
    
      6) 2. (sidste) behandling af beslutningsforslag nr. B 40:
    
    Forslag til folketingsbeslutning om at trække aktstykke 31 af 16. november 2017 om køb af nye kampfly tilbage fra Finansudvalget.
    Af Eva Flyvholm (EL), Josephine Fock (ALT) og Holger K. Nielsen (SF) m.fl.
    (Fremsættelse 28.11.2017. 1. behandling 05.12.2017. Betænkning 07.12.2017).
    
      7) 2. behandling af lovforslag nr. L 23:
    
    Forslag til lov om ændring af lov om trafikselskaber. (Implementering af takstreformer i Øst- og Vestdanmark og mulighed for overdragelse af trafikkøberansvar m.v.).
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 04.10.2017. 1. behandling 03.11.2017. Betænkning 07.12.2017).
    
      8) 2. behandling af lovforslag nr. L 29:
    
    Forslag til lov om ændring af lov om leje og lov om leje af almene boliger. (Fremme af digital kommunikation i boliglejeforhold).
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 04.10.2017. 1. behandling 27.10.2017. Betænkning 07.12.2017).
    
      9) 2. behandling af lovforslag nr. L 65:
    
    Forslag til lov om ændring af lov om byfornyelse og udvikling af byer. (Tilpasning og forenkling af lovens anvendelses- og støttemuligheder).
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 25.10.2017. 1. behandling 09.11.2017. Betænkning 07.12.2017).
    
      10) 2. behandling af lovforslag nr. L 20:
    
    Forslag til lov om ændring af offshoresikkerhedsloven og lov om kontinentalsoklen. (Sikkerhedszoner, nye anlægstyper og præciseringer i forhold til offshoresikkerhedsdirektivet).
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 29.11.2017).
    
      11) 2. behandling af lovforslag nr. L 21:
    
    Forslag til lov om ændring af lov om arbejdsmiljø. (Ændring af reglerne om arbejdsmiljøcertifikat m.v.).
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 29.11.2017).
    
      12) 2. behandling af lovforslag nr. L 77:
    
    Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om fleksydelse. (Nye regler om fradrag for frivilligt, ulønnet arbejde for dagpengemodtagere m.v.).
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 08.11.2017. 1. behandling 23.11.2017. Betænkning 06.12.2017).
    
      13) 2. behandling af lovforslag nr. L 90:
    
    Forslag til lov om ændring af lov om sygedagpenge. (Ordningen med ret til sygedagpenge ved livstruende, alvorlig sygdom gøres permanent).
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 14.11.2017. 1. behandling 23.11.2017. Betænkning 06.12.2017).
    
      14) 2. behandling af lovforslag nr. L 71:
    
    Forslag til lov om indfødsrets meddelelse.
    Af udlændinge- og integrationsministeren (Inger Støjberg).
    (Fremsættelse 26.10.2017. Omtrykt. 1. behandling 10.11.2017. Betænkning 07.12.2017).
    
      15) 2. behandling af lovforslag nr. L 46:
    
    Forslag til lov om ændring af udlændingeloven. (Skærpelse af muligheden for at opnå tidsubegrænset opholdstilladelse for udlændinge, der aktivt har modarbejdet afklaringen af deres identitet i forbindelse med ansøgning om opholdstilladelse her i landet).
    Af udlændinge- og integrationsministeren (Inger Støjberg).
    (Fremsættelse 04.10.2017. 1. behandling 25.10.2017. Betænkning 05.12.2017).
    
      16) 2. behandling af lovforslag nr. L 70:
    
    Forslag til lov om ændring af udlændingeloven. (Etablering af Nationalt ID-center).
    Af udlændinge- og integrationsministeren (Inger Støjberg).
    (Fremsættelse 25.10.2017. 1. behandling 10.11.2017. Betænkning 05.12.2017).
    
      17) 2. behandling af lovforslag nr. L 51:
    
    Forslag til lov om ændring af lov om gebyrer og morarenter vedrørende visse ydelser, der opkræves af regioner og kommuner og inddrives af restanceinddrivelsesmyndigheden, og skattekontrolloven. (Gebyr for underretninger om udlægsforretninger).
    Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
    (Fremsættelse 05.10.2017. 1. behandling 26.10.2017. Betænkning 23.11.2017).
    
      18) 2. behandling af lovforslag nr. L 61:
    
    Forslag til lov om ændring af lov om frikommunenetværk. (Yderligere forsøgsmuligheder for frikommunenetværkene).
    Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
    (Fremsættelse 11.10.2017. 1. behandling 26.10.2017. Betænkning 30.11.2017).
    
      19) 2. behandling af lovforslag nr. L 92:
    
    Forslag til lov om ændring af lov om kommunernes styrelse og regionsloven. (Beskyttelse af kommunalbestyrelses- og regionsrådsmedlemmers behandling af oplysninger som led i varetagelsen af deres hverv).
    Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
    (Fremsættelse 15.11.2017. 1. behandling 23.11.2017. Betænkning 07.12.2017).
    
      20) 2. behandling af lovforslag nr. L 57:
    
    Forslag til lov om forsøgsordning med medicinsk cannabis.
    Af sundhedsministeren (Ellen Trane Nørby).
    (Fremsættelse 05.10.2017. 1. behandling 27.10.2017. Betænkning 05.12.2017).
    
      21) 2. behandling af lovforslag nr. L 59:
    
    Forslag til lov om ændring af lov om lægemidler, lov om apoteksvirksomhed og lov om medicinsk udstyr. (Fremstilling, indførsel, forhandling og udlevering af lægemidler til redningsberedskab m.v. og delegation af kompetence vedrørende medicinsk udstyr).
    Af sundhedsministeren (Ellen Trane Nørby).
    (Fremsættelse 05.10.2017. 1. behandling 27.10.2017. Betænkning 05.12.2017).
    
      22) 2. behandling af lovforslag nr. L 32:
    
    Forslag til lov om ændring af retsplejeloven. (Begrænsning af pligten til at erstatte sagsomkostninger i straffesager).
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 07.12.2017).
    
      23) 2. behandling af lovforslag nr. L 34:
    
    Forslag til lov om ændring af straffeloven, retsplejeloven og udlændingeloven. (Selvstændig bestemmelse om indbrudstyveri).
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 07.12.2017).
    
      24) 2. behandling af lovforslag nr. L 67:
    
    Forslag til lov om ændring af lov om våben og eksplosivstoffer og lov om vagtvirksomhed. (Initiativer mod rocker- og bandekriminalitet m.v.).
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 26.10.2017. 1. behandling 16.11.2017. Betænkning 07.12.2017).
    
      25) 2. behandling af lovforslag nr. L 33:
    
    Forslag til lov om pakkerejser og sammensatte rejsearrangementer.
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 04.10.2017. 1. behandling 24.10.2017. Betænkning 30.11.2017).
    
      26) 2. behandling af lovforslag nr. L 5:
    
    Forslag til lov om ændring af lov om en rejsegarantifond. (Sammensatte rejsearrangementer og ændring af finansierings- og bestyrelsesstruktur).
    Af erhvervsministeren (Brian Mikkelsen).
    (Fremsættelse 04.10.2017. 1. behandling 10.10.2017. Betænkning 30.11.2017).
    
      27) 2. behandling af lovforslag nr. L 75:
    
    Forslag til lov om ændring af lov om EKF Danmarks Eksportkredit. (Bestemmelse om udbyttepolitik, rammer for en udbyttepolitik og bestemmelse om omfattelse af arkivloven).
    Af erhvervsministeren (Brian Mikkelsen).
    (Fremsættelse 08.11.2017. 1. behandling 16.11.2017. Betænkning 07.12.2017).
    
      28) 1. behandling af lovforslag nr. L 111:
    
    Forslag til lov om ændring af retsplejeloven. (Begrænsning af surrogatfængsling i eget hjem).
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 29.11.2017).
    
      29) 1. behandling af lovforslag nr. L 115:
    
    Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for blufærdighedskrænkelse og digitale sexkrænkelser).
    Af justitsministeren (Søren Pape Poulsen).
    (Fremsættelse 06.12.2017).
    
      30) 1. behandling af beslutningsforslag nr. B 37:
    
    Forslag til folketingsbeslutning om Folketingets Ombudsmands beretning for 2016.
    (Fremsat i betænkning fra Retsudvalget 23.11.2017. Anmeldelse (i salen) 28.11.2017).
    
      31) 1. behandling af beslutningsforslag nr. B 22:
    
    Forslag til folketingsbeslutning om at skrive den europæiske menneskerettighedskonvention ud af dansk lov.
    Af Martin Henriksen (DF) m.fl.
    (Fremsættelse 26.10.2017).
    
      32) 1. behandling af lovforslag nr. L 116:
    
    Forslag til lov om ferie.
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 06.12.2017).
    
      33) 1. behandling af lovforslag nr. L 117:
    
    Forslag til lov om forvaltning og administration af tilgodehavende feriemidler.
    Af beskæftigelsesministeren (Troels Lund Poulsen).
    (Fremsættelse 06.12.2017).
    
      34) 1. behandling af beslutningsforslag nr. B 9:
    
    Forslag til folketingsbeslutning om indeksering af dagpenge.
    Af Bent Bøgsted (DF) m.fl.
    (Fremsættelse 10.10.2017).
    
      35) 1. behandling af beslutningsforslag nr. B 18:
    
    Forslag til folketingsbeslutning om indførelse af en social protokol til Lissabontraktaten.
    Af Finn Sørensen (EL) m.fl.
    (Fremsættelse 13.10.2017).
    ","13:00","Pia Kjærsgaard"
"3"," 13:01
    
      Formanden (Pia Kjærsgaard","
    Forespørgsel nr. 15 (Hvad kan ministeren oplyse om sin holdning til de seks forslag til ændringer af lovgivningen om førtidspension og fleksjob, som blev forelagt Folketinget den 8. november 2017 af 59 fagforbund og andre interesseorganisationer?).
    Titlen på den anmeldte sag vil fremgå af www.folketingstidende.dk (jf. ovenfor).
    Der skal være lidt mere ro.
    Det første punkt på dagsordenen er:
    
      1) Spørgsmål om fremme af forespørgsel nr. F 14:
    
    
      Forespørgsel til sundhedsministeren om regionernes varetagelse af sundhedsområdet er tilfredsstillende.
    
    Af Liselott Blixt (DF) og Karina Adsbøl (DF).
    (Anmeldelse 07.12.2017).
    ","13:01","Pia Kjærsgaard"
"4"," 13:01
    Afstemning
    
      Formanden (Pia Kjærsgaard","
    Hvis ingen gør indsigelse mod fremme af denne forespørgsel, betragter jeg Tingets samtykke som givet.
    Det er givet.
    Det næste punkt på dagsordenen er:
    
      2) Fortsættelse af forespørgsel nr. F 8 [afstemning]:
    
    
      Forespørgsel til ældreministeren om ældreområdet.
    
    Af Jeppe Jakobsen (DF) m.fl.
    (Anmeldelse 02.11.2017. Fremme 07.11.2017. Forhandling 07.12.2017. Forslag til vedtagelse nr. V 8 af Jeppe Jakobsen (DF). Forslag til vedtagelse nr. V 9 af Karin Gaardsted (S), Stine Brix (EL), Pernille Schnoor (ALT), Marlene Borst Hansen (RV) og Kirsten Normann Andersen (SF). Forslag til vedtagelse nr. V 10 af Jane Heitmann (V), May-Britt Kattrup (LA) og Brigitte Klintskov Jerkel (KF)).
    ","13:01","Pia Kjærsgaard"
"5"," 13:03
    Forhandling
    
      Formanden (Pia Kjærsgaard","
    Forhandlingen er sluttet, og vi går til afstemning om de fremsatte forslag til vedtagelse. Der foreligger tre forslag.
    Der stemmes først om forslag til vedtagelse nr. V 10 af Jane Heitmann (V), May-Britt Kattrup (LA) og Brigitte Klintskov Jerkel (KF), og der kan stemmes. Har alle stemt?
    Det må vi gå ud fra. Hvis der ikke lige kommer en løbende, afslutter jeg afstemningen nu.
    For stemte 52 (DF, V, LA og KF), imod stemte 51 (S, EL, ALT, RV og SF), hverken for eller imod stemte 0.
    Forslaget er vedtaget, og de næste to forslag til vedtagelse [forslag til vedtagelse nr. V 8 af Jeppe Jakobsen (DF) og forslag til vedtagelse nr. V 9 af Karin Gaardsted (S), Stine Brix (EL), Pernille Schnoor (ALT), Marlene Borst Hansen (RV) og Kirsten Normann Andersen (SF)] er dermed bortfaldet.
    Hermed er forespørgslen afsluttet.
    Det næste punkt på dagsordenen er:
    
      3) 3. behandling af lovforslag nr. L 50:
    
    
      Forslag til lov om ændring af lov om efterskoler og frie fagskoler og lov om folkehøjskoler. (Lempelse af tilskudsbetingelser for bygninger og arealer, varetagelse af opgaver ud over skole- og undervisningsvirksomhed m.v.).
    
    Af undervisningsministeren (Merete Riisager).
    (Fremsættelse 05.10.2017. 1. behandling 13.10.2017. Betænkning 05.12.2017. 2. behandling 07.12.2017. Lovforslaget optrykt efter 2. behandling).
    ","13:03","Pia Kjærsgaard"
"6"," 13:03
    Afstemning
    
      Formanden (Pia Kjærsgaard","
    Der er ikke stillet ændringsforslag.
    Er der nogen, der ønsker at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:03","Pia Kjærsgaard"
"7"," 13:03
    Forhandling
    
      Formanden (Pia Kjærsgaard","
    Der stemmes om lovforslagets endelige vedtagelse.
    Afstemningen er slut.
    For stemte 104 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.
    Det næste punkt på dagsordenen er:
    
      4) 3. behandling af lovforslag nr. L 26:
    
    
      Forslag til lov om ændring af jernbaneloven. (Certificering af virksomheder, der udfører opgaver for andre end jernbanevirksomheder og infrastrukturforvaltere).
    
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 04.10.2017. 1. behandling 26.10.2017. Betænkning 30.11.2017. 2. behandling 07.12.2017).
    ","13:03","Pia Kjærsgaard"
"8"," 13:04
    Afstemning
    
      Formanden (Pia Kjærsgaard","
    Der er ikke stillet ændringsforslag.
    Er der nogen, der ønsker at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:04","Pia Kjærsgaard"
"9"," 13:04
    Forhandling
    
      Formanden (Pia Kjærsgaard","
    Der stemmes om lovforslagets endelige vedtagelse.
    Afstemningen er slut.
    For stemte 94 (S, DF, V, LA, ALT, RV, SF og KF), imod stemte 9 (EL), hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      5) 3. behandling af lovforslag nr. L 28:
    
    
      Forslag til lov om ændring af færdselsloven. (Bemyndigelse til at fastsætte regler om små motoriserede køretøjer).
    
    Af transport-, bygnings- og boligministeren (Ole Birk Olesen).
    (Fremsættelse 04.10.2017. 1. behandling 03.11.2017. Betænkning 30.11.2017. 2. behandling 07.12.2017).
    ","13:04","Pia Kjærsgaard"
"10"," 13:04
    Afstemning
    
      Formanden (Pia Kjærsgaard","
    Der er ikke stillet ændringsforslag.
    Er der nogen, der ønsker at udtale sig?
    Da det ikke er tilfældet, går vi til afstemning.
    ","13:04","Pia Kjærsgaard"
"11"," 13:05
    Forhandling
    
      Formanden (Pia Kjærsgaard","
    Der stemmes om lovforslagets endelige vedtagelse.
    Afstemningen er slut.
    For stemte 104 (S, DF, V, EL, LA, ALT, RV, SF og KF), imod stemte 0, hverken for eller imod stemte 0.
    Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.
    Det næste punkt på dagsordenen er:
    
      6) 2. (sidste) behandling af beslutningsforslag nr. B 40:
    
    
      Forslag til folketingsbeslutning om at trække aktstykke 31 af 16. november 2017 om køb af nye kampfly tilbage fra Finansudvalget.
    
    Af Eva Flyvholm (EL), Josephine Fock (ALT) og Holger K. Nielsen (SF) m.fl.
    (Fremsættelse 28.11.2017. 1. behandling 05.12.2017. Betænkning 07.12.2017).
    ","13:05","Pia Kjærsgaard"
